//X Y Z Point_Source_ID Scan_Angle_Rank Flightline_Edge Number_of_Returns Return_Number Time Intensity Classification
236468.15997314 548259.72999954 34.81999969 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.648673 46.000000 1.000000
236468.35998535 548259.45000076 35.04000092 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.648676 60.000000 1.000000
236468.55999756 548259.18999863 35.24000168 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.648679 51.000000 1.000000
236468.75000000 548258.93999863 35.45000076 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.648681 46.000000 1.000000
236468.95001221 548258.66999817 35.68999863 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.648683 86.000000 1.000000
236469.15002441 548258.40000153 35.95000076 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.648686 46.000000 1.000000
236469.36999512 548258.11000061 36.20000076 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.648689 122.000000 1.000000
236459.91998291 548270.79000092 32.02000046 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654486 67.000000 1.000000
236460.09997559 548270.51999664 32.00000000 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654488 30.000000 1.000000
236460.28002930 548270.26000214 31.95000076 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654491 48.000000 1.000000
236460.46997070 548269.98999786 31.92000008 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654494 104.000000 1.000000
236460.65997314 548269.70999908 31.87000084 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654496 31.000000 1.000000
236460.85998535 548269.41000366 31.84000015 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654499 26.000000 1.000000
236461.03997803 548269.16000366 31.84000015 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654501 35.000000 1.000000
236460.28002930 548269.15000153 20.48999977 168.000000 2.000000 0.000000 2.000000 2.000000 234371016.654501 62.000000 1.000000
236461.23999023 548268.87000275 31.80999947 168.000000 2.000000 0.000000 3.000000 1.000000 234371016.654504 14.000000 1.000000
236460.48999023 548268.84999847 20.46999931 168.000000 2.000000 0.000000 3.000000 2.000000 234371016.654504 22.000000 1.000000
236461.41998291 548268.59999847 31.80999947 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654506 88.000000 1.000000
236461.59997559 548268.33000183 31.79999924 168.000000 2.000000 0.000000 3.000000 1.000000 234371016.654509 59.000000 1.000000
236460.67999268 548268.30000305 17.73999977 168.000000 2.000000 0.000000 3.000000 2.000000 234371016.654509 38.000000 1.000000
236461.78002930 548268.06999969 31.72999954 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654512 78.000000 1.000000
236460.88000488 548268.02999878 17.89999962 168.000000 2.000000 0.000000 2.000000 2.000000 234371016.654512 23.000000 1.000000
236461.97998047 548267.77999878 31.77000046 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654514 42.000000 1.000000
236462.17999268 548267.50000000 31.79999924 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654517 58.000000 1.000000
236462.36999512 548267.23000336 31.81999969 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654519 155.000000 1.000000
236462.55999756 548266.94999695 31.81999969 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654522 14.000000 1.000000
236462.75000000 548266.68000031 31.85000038 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654525 18.000000 1.000000
236462.92999268 548266.41999817 31.88999939 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654527 35.000000 1.000000
236463.11999512 548266.15000153 31.92000008 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654529 86.000000 1.000000
236463.32000732 548265.87000275 31.95999908 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654532 42.000000 1.000000
236463.52001953 548265.58000183 32.00999832 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654535 42.000000 1.000000
236463.71002197 548265.31999969 32.06000137 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654537 36.000000 1.000000
236463.90997314 548265.02999878 32.13000107 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654540 102.000000 1.000000
236464.09997559 548264.76999664 32.16999817 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.654543 28.000000 1.000000
236464.28997803 548264.48999786 32.27000046 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654545 35.000000 1.000000
236464.46997070 548264.23999786 32.33000183 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654547 36.000000 1.000000
236464.67999268 548263.95000076 32.41999817 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654550 111.000000 1.000000
236464.88000488 548263.66999817 32.50999832 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654553 39.000000 1.000000
236465.07000732 548263.40000153 32.59000015 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654556 40.000000 1.000000
236465.27001953 548263.11999893 32.70000076 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654558 38.000000 1.000000
236465.46002197 548262.84999847 32.81999969 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654561 32.000000 1.000000
236465.65002441 548262.59000015 32.91999817 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654563 47.000000 1.000000
236465.84997559 548262.31999969 33.04999924 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654566 33.000000 1.000000
236466.03997803 548262.04999924 33.18999863 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654568 32.000000 1.000000
236466.26000977 548261.75999832 33.29999924 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654571 37.000000 1.000000
236466.44000244 548261.50999832 33.45999908 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654574 68.000000 1.000000
236466.65002441 548261.22000122 33.63999939 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654577 34.000000 1.000000
236466.84002686 548260.95999908 33.77999878 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654579 168.000000 1.000000
236467.03002930 548260.68999863 33.93000031 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654581 28.000000 1.000000
236467.21997070 548260.43999863 34.11000061 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654584 59.000000 1.000000
236467.42999268 548260.15000153 34.31000137 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654587 23.000000 1.000000
236467.64001465 548259.88000107 34.50000000 168.000000 1.000000 0.000000 1.000000 1.000000 234371016.654589 140.000000 1.000000
236467.83001709 548259.61000061 34.68999863 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654592 59.000000 1.000000
236468.03997803 548259.34000015 34.90999985 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654595 42.000000 1.000000
236468.23999023 548259.06999969 35.13000107 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654597 34.000000 1.000000
236468.41998291 548258.81999969 35.31000137 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654599 72.000000 1.000000
236468.61999512 548258.56000137 35.56000137 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654602 43.000000 1.000000
236468.83001709 548258.27999878 35.81000137 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654605 54.000000 1.000000
236469.03997803 548258.00000000 36.06000137 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.654608 27.000000 1.000000
236469.22998047 548257.75000000 36.31000137 168.000000 0.000000 0.000000 2.000000 1.000000 234371016.654610 60.000000 1.000000
236459.39001465 548270.90000153 32.04000092 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660402 105.000000 1.000000
236459.58001709 548270.62000275 31.96999931 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660404 34.000000 1.000000
236459.76000977 548270.33999634 31.93000031 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660407 16.000000 1.000000
236459.94000244 548270.08000183 31.92000008 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660410 24.000000 1.000000
236460.13000488 548269.80999756 31.87999916 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660412 37.000000 1.000000
236460.32000732 548269.54000092 31.81999969 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660415 119.000000 1.000000
236460.52001953 548269.23999786 31.80999947 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660417 18.000000 1.000000
236460.70001221 548268.98000336 31.79000092 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660420 22.000000 1.000000
236460.89001465 548268.69000244 31.73999977 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660423 43.000000 1.000000
236460.17999268 548268.68000031 20.92000008 168.000000 2.000000 0.000000 2.000000 2.000000 234371016.660423 69.000000 1.000000
236461.07000732 548268.43000031 31.64999962 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660425 53.000000 1.000000
236461.26000977 548268.16000366 31.72999954 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660428 134.000000 1.000000
236461.44000244 548267.90000153 31.70000076 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660430 76.000000 1.000000
236460.54998779 548267.87000275 18.13999939 168.000000 2.000000 0.000000 2.000000 2.000000 234371016.660430 21.000000 1.000000
236461.65002441 548267.61000061 31.75000000 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660433 22.000000 1.000000
236461.84002686 548267.33000183 31.75000000 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660435 17.000000 1.000000
236462.03002930 548267.05000305 31.75000000 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660438 38.000000 1.000000
236462.21997070 548266.77999878 31.76000023 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660441 81.000000 1.000000
236462.40997314 548266.51000214 31.79999924 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660443 29.000000 1.000000
236462.59002686 548266.23999786 31.79999924 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660446 35.000000 1.000000
236462.78002930 548265.98000336 31.81999969 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660448 27.000000 1.000000
236462.97998047 548265.69000244 31.86000061 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660451 123.000000 1.000000
236463.17999268 548265.40000153 31.90999985 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660454 52.000000 1.000000
236463.35998535 548265.15000153 31.96999931 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660456 58.000000 1.000000
236463.57000732 548264.84999847 32.02000046 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660459 53.000000 1.000000
236463.75000000 548264.58999634 32.08000183 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.660461 57.000000 1.000000
236463.94000244 548264.31999969 32.13999939 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660464 28.000000 1.000000
236464.13000488 548264.06999969 32.22999954 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660466 23.000000 1.000000
236464.34002686 548263.77000046 32.31999969 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660469 61.000000 1.000000
236464.53997803 548263.49000168 32.38999939 168.000000 1.000000 0.000000 3.000000 1.000000 234371016.660472 21.000000 1.000000
236464.48999023 548263.47999954 31.61000061 168.000000 1.000000 0.000000 3.000000 2.000000 234371016.660472 13.000000 1.000000
236464.72998047 548263.22000122 32.47000122 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660474 27.000000 1.000000
236464.92999268 548262.95000076 32.59999847 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660477 67.000000 1.000000
236465.11999512 548262.68000031 32.72999954 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660479 72.000000 1.000000
236465.30999756 548262.41999817 32.84000015 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660482 43.000000 1.000000
236465.50000000 548262.15000153 32.93000031 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660485 41.000000 1.000000
236465.70001221 548261.88000107 33.09000015 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660487 71.000000 1.000000
236465.90997314 548261.59000015 33.20000076 168.000000 1.000000 0.000000 3.000000 1.000000 234371016.660490 42.000000 1.000000
236465.86999512 548261.56999969 32.47999954 168.000000 1.000000 0.000000 3.000000 2.000000 234371016.660490 31.000000 1.000000
236466.09997559 548261.33000183 33.34000015 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660492 42.000000 1.000000
236466.30999756 548261.04000092 33.50000000 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660495 44.000000 1.000000
236466.50000000 548260.77999878 33.68000031 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660497 109.000000 1.000000
236466.69000244 548260.52000046 33.81999969 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660500 68.000000 1.000000
236466.88000488 548260.25999832 33.99000168 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660503 39.000000 1.000000
236467.09002686 548259.97000122 34.20000076 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660505 36.000000 1.000000
236467.28997803 548259.70000076 34.33000183 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660508 92.000000 1.000000
236467.48999023 548259.43000031 34.56999969 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660510 45.000000 1.000000
236467.69000244 548259.15999985 34.70000076 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660513 103.000000 1.000000
236467.89001465 548258.90000153 35.00000000 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660516 87.000000 1.000000
236468.08001709 548258.63999939 35.22000122 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660518 120.000000 1.000000
236468.28002930 548258.38000107 35.43999863 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660521 43.000000 1.000000
236468.47998047 548258.09999847 35.65999985 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660523 47.000000 1.000000
236468.70001221 548257.81999969 35.93999863 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.660526 35.000000 1.000000
236468.89001465 548257.56999969 36.18999863 168.000000 0.000000 0.000000 2.000000 1.000000 234371016.660528 48.000000 1.000000
236469.09997559 548257.29000092 36.47999954 168.000000 0.000000 0.000000 2.000000 1.000000 234371016.660531 109.000000 1.000000
236458.88000488 548271.01000214 32.06000137 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666318 133.000000 1.000000
236459.05999756 548270.75000000 32.00000000 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666321 59.000000 1.000000
236459.26000977 548270.45999908 31.95999908 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666323 33.000000 1.000000
236459.42999268 548270.19999695 31.89999962 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666326 33.000000 1.000000
236459.61999512 548269.93000031 31.86000061 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666328 24.000000 1.000000
236459.79998779 548269.66999817 31.80999947 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666331 61.000000 1.000000
236460.00000000 548269.37999725 31.79999924 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666333 29.000000 1.000000
236460.19000244 548269.09999847 31.75000000 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666336 90.000000 1.000000
236460.36999512 548268.83000183 31.73999977 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666339 40.000000 1.000000
236460.55999756 548268.55000305 31.61000061 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666341 68.000000 1.000000
236459.85998535 548268.54000092 21.12999916 168.000000 2.000000 0.000000 2.000000 2.000000 234371016.666341 10.000000 1.000000
236460.76000977 548268.26999664 31.70000076 168.000000 2.000000 0.000000 1.000000 1.000000 234371016.666344 24.000000 1.000000
236460.92999268 548268.01000214 31.63999939 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666346 71.000000 1.000000
236461.11999512 548267.73999786 31.65999985 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666349 189.000000 1.000000
236461.30999756 548267.45999908 31.65999985 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666352 36.000000 1.000000
236460.45001221 548267.41999817 18.38999939 168.000000 2.000000 0.000000 2.000000 2.000000 234371016.666352 95.000000 1.000000
236461.51000977 548267.16999817 31.64999962 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666354 89.000000 1.000000
236461.70001221 548266.91000366 31.67000008 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666357 29.000000 1.000000
236461.90002441 548266.62000275 31.70000076 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666359 43.000000 1.000000
236462.08001709 548266.36000061 31.70000076 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666362 39.000000 1.000000
236462.27001953 548266.08000183 31.72999954 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666364 81.000000 1.000000
236462.45001221 548265.83000183 31.77000046 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666367 44.000000 1.000000
236462.65002441 548265.52999878 31.80999947 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666370 39.000000 1.000000
236462.84997559 548265.26000214 31.88999939 168.000000 2.000000 0.000000 3.000000 1.000000 234371016.666372 34.000000 1.000000
236462.80999756 548265.25000000 31.11000061 168.000000 2.000000 0.000000 3.000000 2.000000 234371016.666372 23.000000 1.000000
236463.03997803 548264.98999786 31.89999962 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666375 30.000000 1.000000
236463.23999023 548264.69999695 31.95999908 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.666377 39.000000 1.000000
236463.42999268 548264.43000031 32.00999832 168.000000 2.000000 0.000000 1.000000 1.000000 234371016.666380 164.000000 1.000000
236463.60998535 548264.18000031 32.08000183 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666383 66.000000 1.000000
236463.80999756 548263.90999985 32.16999817 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666385 60.000000 1.000000
236464.00000000 548263.63000107 32.24000168 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666388 52.000000 1.000000
236464.21002197 548263.33000183 32.34000015 168.000000 1.000000 0.000000 3.000000 1.000000 234371016.666390 46.000000 1.000000
236464.15997314 548263.31999969 31.44000053 168.000000 1.000000 0.000000 3.000000 2.000000 234371016.666390 10.000000 1.000000
236464.40002441 548263.08000183 32.41999817 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666393 59.000000 1.000000
236464.59997559 548262.79000092 32.52999878 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666395 96.000000 1.000000
236464.78997803 548262.52999878 32.61000061 168.000000 1.000000 0.000000 1.000000 1.000000 234371016.666398 138.000000 1.000000
236464.97998047 548262.25999832 32.75000000 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666401 42.000000 1.000000
236465.16998291 548262.00000000 32.86999893 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666403 38.000000 1.000000
236465.38000488 548261.70999908 32.99000168 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666406 41.000000 1.000000
236465.58001709 548261.43999863 33.13999939 168.000000 1.000000 0.000000 3.000000 1.000000 234371016.666408 26.000000 1.000000
236465.53002930 548261.41999817 32.29000092 168.000000 1.000000 0.000000 3.000000 2.000000 234371016.666408 41.000000 1.000000
236465.77001953 548261.16999817 33.25000000 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666411 35.000000 1.000000
236465.96997070 548260.88999939 33.38999939 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666414 85.000000 1.000000
236466.16998291 548260.61999893 33.56000137 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666416 104.000000 1.000000
236466.35998535 548260.36999893 33.70999908 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666419 43.000000 1.000000
236466.54998779 548260.09999847 33.88999939 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666421 30.000000 1.000000
236466.76000977 548259.81999969 34.06000137 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666424 58.000000 1.000000
236466.96002197 548259.54000092 34.11999893 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666426 54.000000 1.000000
236467.15997314 548259.27999878 34.45000076 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666429 43.000000 1.000000
236467.36999512 548259.00000000 34.68000031 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666432 73.000000 1.000000
236467.55999756 548258.75000000 34.88000107 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666434 49.000000 1.000000
236467.75000000 548258.47999954 35.02000046 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666437 100.000000 1.000000
236467.94000244 548258.22999954 35.29999924 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666439 32.000000 1.000000
236468.15997314 548257.95000076 35.56000137 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666442 42.000000 1.000000
236468.35998535 548257.66999817 35.81999969 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666445 51.000000 1.000000
236468.55999756 548257.40999985 36.09000015 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.666447 44.000000 1.000000
236468.77001953 548257.13999939 36.33000183 168.000000 0.000000 0.000000 2.000000 1.000000 234371016.666450 60.000000 1.000000
236468.96997070 548256.88000107 36.61999893 168.000000 0.000000 0.000000 2.000000 1.000000 234371016.666452 59.000000 1.000000
236469.15002441 548256.63000107 36.75000000 168.000000 0.000000 0.000000 2.000000 1.000000 234371016.666455 18.000000 1.000000
236458.40997314 548271.16000366 32.04999924 168.000000 3.000000 0.000000 2.000000 1.000000 234371016.672234 14.000000 1.000000
236458.61999512 548270.86000061 32.04000092 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672237 31.000000 1.000000
236458.78997803 548270.59999847 31.96999931 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672239 47.000000 1.000000
236458.98999023 548270.30999756 31.89999962 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672242 58.000000 1.000000
236459.16998291 548270.05000305 31.85000038 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672244 39.000000 1.000000
236459.34997559 548269.77999878 31.81999969 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672247 57.000000 1.000000
236459.53002930 548269.51999664 31.79000092 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672250 19.000000 1.000000
236459.72998047 548269.23000336 31.70999908 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672252 32.000000 1.000000
236459.91998291 548268.94999695 31.69000053 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672255 40.000000 1.000000
236460.09997559 548268.66999817 31.60000038 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672257 108.000000 1.000000
236460.29998779 548268.40000153 31.63999939 168.000000 2.000000 0.000000 1.000000 1.000000 234371016.672260 42.000000 1.000000
236460.48999023 548268.12000275 31.63999939 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672262 27.000000 1.000000
236459.82000732 548268.11000061 21.53000069 168.000000 2.000000 0.000000 2.000000 2.000000 234371016.672262 77.000000 1.000000
236460.65997314 548267.87000275 31.61000061 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672265 39.000000 1.000000
236460.84997559 548267.58999634 31.60000038 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672267 36.000000 1.000000
236461.03002930 548267.30999756 31.37999916 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672270 57.000000 1.000000
236460.20001221 548267.26999664 18.57999992 168.000000 2.000000 0.000000 2.000000 2.000000 234371016.672270 22.000000 1.000000
236461.25000000 548267.01999664 31.59000015 168.000000 2.000000 0.000000 3.000000 1.000000 234371016.672273 17.000000 1.000000
236460.40997314 548266.97000122 18.53000069 168.000000 2.000000 0.000000 3.000000 2.000000 234371016.672273 9.000000 1.000000
236461.42999268 548266.76000214 31.62000084 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672275 42.000000 1.000000
236461.63000488 548266.47000122 31.62999916 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672278 101.000000 1.000000
236461.80999756 548266.20999908 31.64999962 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672281 164.000000 1.000000
236462.00000000 548265.94000244 31.68000031 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672283 42.000000 1.000000
236462.17999268 548265.68000031 31.70999908 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672285 38.000000 1.000000
236462.39001465 548265.38999939 31.73999977 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672288 42.000000 1.000000
236462.58001709 548265.11000061 31.78000069 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672291 61.000000 1.000000
236462.77001953 548264.83999634 31.82999992 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672293 34.000000 1.000000
236462.96997070 548264.55000305 31.87999916 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672296 32.000000 1.000000
236463.15997314 548264.27999878 31.94000053 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672299 64.000000 1.000000
236463.34002686 548264.02999878 31.97999954 168.000000 2.000000 0.000000 2.000000 1.000000 234371016.672301 108.000000 1.000000
236463.53997803 548263.75999832 32.08000183 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672303 29.000000 1.000000
236463.73999023 548263.47999954 32.18999863 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672306 22.000000 1.000000
236463.94000244 548263.18000031 32.24000168 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672309 30.000000 1.000000
236464.13000488 548262.93000031 32.34999847 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672312 26.000000 1.000000
236464.34002686 548262.63999939 32.45000076 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672314 44.000000 1.000000
236464.52001953 548262.38000107 32.54999924 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672317 137.000000 1.000000
236464.71997070 548262.11000061 32.65999985 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672319 40.000000 1.000000
236464.90002441 548261.84999847 32.77000046 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672322 27.000000 1.000000
236465.10998535 548261.56999969 32.90000153 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672324 72.000000 1.000000
236465.30999756 548261.29000092 33.04000092 168.000000 1.000000 0.000000 3.000000 1.000000 234371016.672327 44.000000 1.000000
236465.26000977 548261.27999878 32.11000061 168.000000 1.000000 0.000000 3.000000 2.000000 234371016.672327 12.000000 1.000000
236465.51000977 548261.02000046 33.18000031 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672330 43.000000 1.000000
236465.71002197 548260.74000168 33.33000183 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672333 44.000000 1.000000
236465.90002441 548260.47999954 33.45999908 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672335 69.000000 1.000000
236466.09002686 548260.22000122 33.65000153 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672337 41.000000 1.000000
236466.28002930 548259.95000076 33.79000092 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672340 53.000000 1.000000
236466.48999023 548259.68000031 33.99000168 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672343 39.000000 1.000000
236466.70001221 548259.38999939 34.18999863 168.000000 1.000000 0.000000 3.000000 1.000000 234371016.672345 48.000000 1.000000
236466.66998291 548259.38000107 33.54000092 168.000000 1.000000 0.000000 3.000000 2.000000 234371016.672345 37.000000 1.000000
236466.89001465 548259.13999939 34.36999893 168.000000 1.000000 0.000000 2.000000 1.000000 234371016.672348 90.000000 1.000000
