//X Y Z Point_Source_ID User_Data Scan_Angle_Rank Number_of_Returns Return_Number Time Intensity Classification
223043.47000122 536565.04000092 26.04999924 162.000000 2.000000 -1.000000 3.000000 1.000000 143024621.972838 12.000000 6.000000
223043.42999268 536565.06999969 23.44000053 162.000000 2.000000 -1.000000 3.000000 2.000000 143024621.972838 84.000000 6.000000
223043.11999512 536565.19000244 23.22999954 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.972841 89.000000 6.000000
223042.88000488 536565.26999664 25.53000069 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.972844 51.000000 6.000000
223042.60000610 536565.38999939 25.37999916 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.972846 79.000000 6.000000
223042.30000305 536565.50000000 25.19000053 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.972849 19.000000 6.000000
223042.00000000 536565.62000275 25.01000023 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.972851 13.000000 6.000000
223041.69000244 536565.75000000 24.81999969 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.972854 15.000000 6.000000
223041.49000549 536565.87000275 13.96000004 162.000000 2.000000 -1.000000 2.000000 2.000000 143024621.972854 110.000000 6.000000
223041.41000366 536565.86000061 24.57999992 162.000000 2.000000 -1.000000 1.000000 1.000000 143024621.972857 59.000000 6.000000
223041.08999634 536565.98000336 24.47999954 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.972859 66.000000 6.000000
223040.89999390 536566.09999847 15.18000031 162.000000 2.000000 -1.000000 2.000000 2.000000 143024621.972859 142.000000 6.000000
223040.80999756 536566.08999634 24.17000008 162.000000 2.000000 -1.000000 1.000000 1.000000 143024621.972862 124.000000 6.000000
223040.52999878 536566.19999695 24.39999962 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.972864 227.000000 6.000000
223040.30000305 536566.33999634 13.60000038 162.000000 2.000000 -1.000000 2.000000 2.000000 143024621.972864 21.000000 6.000000
223040.24000549 536566.31999969 24.07999992 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.972867 19.000000 6.000000
223040.00999451 536566.45999908 13.59000015 162.000000 2.000000 -1.000000 2.000000 2.000000 143024621.972867 113.000000 6.000000
223039.91999817 536566.44000244 23.93000031 162.000000 2.000000 -1.000000 3.000000 1.000000 143024621.972869 38.000000 6.000000
223039.74000549 536566.55999756 15.52000046 162.000000 2.000000 -1.000000 3.000000 2.000000 143024621.972869 19.000000 6.000000
223039.69000244 536566.58000183 13.60999966 162.000000 2.000000 -1.000000 3.000000 3.000000 143024621.972869 44.000000 6.000000
223039.61999512 536566.56999969 23.62999916 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972872 134.000000 6.000000
223039.42999268 536566.68000031 15.52000046 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972872 231.000000 6.000000
223039.33000183 536566.68000031 23.69000053 162.000000 2.000000 -2.000000 4.000000 1.000000 143024621.972875 19.000000 6.000000
223039.27000427 536566.72000122 20.80999947 162.000000 2.000000 -2.000000 4.000000 2.000000 143024621.972875 155.000000 6.000000
223039.13999939 536566.79000092 15.48999977 162.000000 2.000000 -2.000000 4.000000 3.000000 143024621.972875 70.000000 6.000000
223039.10000610 536566.81999969 13.69999981 162.000000 2.000000 -2.000000 4.000000 4.000000 143024621.972875 12.000000 6.000000
223039.02999878 536566.80000305 23.55999947 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972877 14.000000 6.000000
223038.96000671 536566.83999634 20.65999985 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972877 45.000000 6.000000
223038.52999878 536567.02999878 15.52000046 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.972880 1416.000000 6.000000
223038.74000549 536566.86000061 34.45999908 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972882 156.000000 6.000000
223038.25999451 536567.13999939 15.51000023 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972882 61.000000 6.000000
223038.44999695 536566.97000122 34.41999817 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.972885 47.000000 6.000000
223037.64999390 536567.37999725 15.52999973 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972888 420.000000 6.000000
223037.60000610 536567.40000153 13.72000027 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972888 77.000000 6.000000
223037.53999329 536567.37999725 23.07999992 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.972890 46.000000 6.000000
223037.33000183 536567.50000000 15.52000046 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.972890 22.000000 6.000000
223037.28999329 536567.52999878 13.73999977 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.972890 71.000000 6.000000
223037.25999451 536567.48999786 23.00000000 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972893 32.000000 6.000000
223037.00000000 536567.63999939 13.75000000 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972893 68.000000 6.000000
223036.94999695 536567.62000275 22.93000031 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972895 20.000000 6.000000
223036.69000244 536567.76000214 13.76000023 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972895 53.000000 6.000000
223036.63999939 536567.73999786 21.79999924 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.972898 175.000000 6.000000
223036.44000244 536567.86000061 14.85999966 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.972898 15.000000 6.000000
223036.41000366 536567.87000275 13.72999954 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.972898 13.000000 6.000000
223036.13000488 536567.98000336 14.72999954 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972900 83.000000 6.000000
223036.10000610 536567.98999786 13.77999973 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972900 100.000000 6.000000
223036.10000610 536567.94999695 22.75000000 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972903 14.000000 6.000000
223035.83000183 536568.09999847 13.78999996 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972903 71.000000 6.000000
223035.77999878 536568.08000183 22.61000061 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972906 55.000000 6.000000
223035.50999451 536568.23000336 13.77999973 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972906 35.000000 6.000000
223035.47999573 536568.19000244 22.64999962 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972908 86.000000 6.000000
223035.21000671 536568.33999634 13.92000008 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972908 11.000000 6.000000
223035.17999268 536568.30999756 22.40999985 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972911 125.000000 6.000000
223034.89999390 536568.45999908 13.82999992 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972911 21.000000 6.000000
223034.88000488 536568.43000031 22.42000008 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972914 15.000000 6.000000
223034.58999634 536568.58000183 13.75000000 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972914 99.000000 6.000000
223034.58999634 536568.54000092 22.54999924 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972916 21.000000 6.000000
223034.30000305 536568.69999695 13.72999954 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972916 89.000000 6.000000
223034.32000732 536568.65000153 22.56999969 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.972919 23.000000 6.000000
223034.30000305 536568.66000366 21.90999985 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.972919 71.000000 6.000000
223034.02000427 536568.80999756 13.72000027 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.972919 26.000000 6.000000
223034.02000427 536568.76999664 22.48999977 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972921 14.000000 6.000000
223033.72000122 536568.93000031 13.69999981 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972921 83.000000 6.000000
223033.63000488 536568.93000031 20.10000038 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972924 24.000000 6.000000
223033.41000366 536569.05000305 13.68000031 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972924 106.000000 6.000000
223033.08999634 536569.18000031 13.64999962 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.972926 129.000000 6.000000
223033.13000488 536569.12000275 22.50000000 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972929 74.000000 6.000000
223032.80999756 536569.29000092 13.63000011 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972929 28.000000 6.000000
223032.82000732 536569.23999786 22.54999924 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972932 29.000000 6.000000
223032.49000549 536569.41000366 13.60999966 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972932 111.000000 6.000000
223032.53999329 536569.34999847 22.56999969 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972934 34.000000 6.000000
223032.19999695 536569.52999878 13.57999992 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972934 106.000000 6.000000
223032.71000671 536569.23000336 34.61000061 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972937 288.000000 6.000000
223031.89999390 536569.63999939 13.52999973 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972937 16.000000 6.000000
223031.97000122 536569.56999969 22.54000092 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.972939 18.000000 6.000000
223031.88999939 536569.62000275 20.37000084 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.972939 159.000000 6.000000
223031.30999756 536569.87999725 13.69999981 162.000000 2.000000 -3.000000 1.000000 1.000000 143024621.972942 72.000000 6.000000
223031.21000671 536569.86000061 26.15999985 162.000000 2.000000 -3.000000 1.000000 1.000000 143024621.972947 331.000000 6.000000
223030.47000122 536570.16000366 22.55999947 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972952 167.000000 6.000000
223030.19999695 536570.26999664 22.78000069 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972955 33.000000 6.000000
223029.91999817 536570.37999725 22.88999939 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972957 40.000000 6.000000
223029.61999512 536570.50000000 22.95000076 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972960 31.000000 6.000000
223029.30000305 536570.62000275 22.87999916 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972963 69.000000 6.000000
223029.02000427 536570.73000336 22.81999969 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972965 45.000000 6.000000
223028.72000122 536570.84999847 23.19000053 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972968 42.000000 6.000000
223028.16999817 536571.06999969 23.37000084 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972973 23.000000 6.000000
223027.88999939 536571.16999817 23.44000053 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972975 11.000000 6.000000
223027.58000183 536571.30000305 23.53000069 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972978 13.000000 6.000000
223027.29000092 536571.41000366 23.67000008 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972981 49.000000 6.000000
223026.70999908 536571.63999939 23.87000084 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972986 31.000000 6.000000
223026.13999939 536571.86000061 23.98999977 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972991 10.000000 6.000000
223025.84999847 536571.97000122 23.86000061 162.000000 2.000000 -3.000000 1.000000 1.000000 143024621.972993 151.000000 6.000000
223025.56999969 536572.08000183 24.29999924 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972996 31.000000 6.000000
223025.26999664 536572.19999695 24.56999969 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.972999 46.000000 6.000000
223047.41000366 536563.83000183 30.00000000 162.000000 2.000000 -1.000000 1.000000 1.000000 143024621.978941 74.000000 6.000000
223047.13000488 536563.93999863 29.98999977 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978943 72.000000 6.000000
223046.85000610 536564.05000305 29.45999908 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978946 119.000000 6.000000
223046.55999756 536564.16999817 29.32999992 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978948 26.000000 6.000000
223046.25999451 536564.29000092 29.02000046 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978951 50.000000 6.000000
223045.94999695 536564.41000366 28.67000008 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978954 24.000000 6.000000
223045.67999268 536564.51999664 28.39999962 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978956 24.000000 6.000000
223045.36000061 536564.65000153 28.01000023 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978959 23.000000 6.000000
223045.08000183 536564.76000214 27.52000046 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978961 82.000000 6.000000
223044.78999329 536564.87000275 27.47999954 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978964 26.000000 6.000000
223044.52000427 536564.98000336 27.21999931 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978966 59.000000 6.000000
223044.19999695 536565.11000061 26.89999962 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978969 15.000000 6.000000
223043.88999939 536565.23000336 26.63999939 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978972 15.000000 6.000000
223043.61000061 536565.33999634 26.47999954 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978974 18.000000 6.000000
223043.00999451 536565.58000183 26.01000023 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978979 41.000000 6.000000
223042.72999573 536565.69000244 25.77000046 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978982 19.000000 6.000000
223042.44000244 536565.80999756 25.46999931 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978984 61.000000 6.000000
223042.13999939 536565.91999817 25.38999939 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.978987 16.000000 6.000000
223041.92999268 536566.05999756 13.72999954 162.000000 2.000000 -1.000000 2.000000 2.000000 143024621.978987 134.000000 6.000000
223041.83000183 536566.05000305 25.22999954 162.000000 2.000000 -1.000000 3.000000 1.000000 143024621.978990 17.000000 6.000000
223041.77000427 536566.08000183 22.12000084 162.000000 2.000000 -1.000000 3.000000 2.000000 143024621.978990 122.000000 6.000000
223041.61000061 536566.19000244 13.46000004 162.000000 2.000000 -1.000000 3.000000 3.000000 143024621.978990 15.000000 6.000000
223041.53999329 536566.16000366 24.87000084 162.000000 2.000000 -1.000000 1.000000 1.000000 143024621.978992 59.000000 6.000000
223041.19999695 536566.30000305 23.71999931 162.000000 2.000000 -1.000000 3.000000 1.000000 143024621.978995 10.000000 6.000000
223041.16999817 536566.31999969 21.76000023 162.000000 2.000000 -1.000000 3.000000 2.000000 143024621.978995 44.000000 6.000000
223041.00000000 536566.43000031 13.55000019 162.000000 2.000000 -1.000000 3.000000 3.000000 143024621.978995 20.000000 6.000000
223040.94000244 536566.40000153 24.30999947 162.000000 2.000000 -1.000000 1.000000 1.000000 143024621.978998 191.000000 6.000000
223040.66000366 536566.51000214 24.52000046 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.979000 29.000000 6.000000
223040.42999268 536566.65000153 13.59000015 162.000000 2.000000 -1.000000 2.000000 2.000000 143024621.979000 36.000000 6.000000
223040.36999512 536566.62000275 24.38999939 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.979003 17.000000 6.000000
223040.13999939 536566.76000214 13.63000011 162.000000 2.000000 -1.000000 2.000000 2.000000 143024621.979003 53.000000 6.000000
223040.05999756 536566.75000000 24.29000092 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.979005 31.000000 6.000000
223039.82000732 536566.88999939 13.65999985 162.000000 2.000000 -1.000000 2.000000 2.000000 143024621.979005 104.000000 6.000000
223039.75999451 536566.87000275 24.12999916 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979008 29.000000 6.000000
223039.52000427 536567.01000214 13.67000008 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979008 82.000000 6.000000
223039.46000671 536566.98000336 23.75000000 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979010 97.000000 6.000000
223039.22999573 536567.12000275 13.71000004 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979010 54.000000 6.000000
223039.16999817 536567.09999847 23.86000061 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979013 89.000000 6.000000
223038.91999817 536567.23999786 13.72000027 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979013 19.000000 6.000000
223038.86999512 536567.22000122 23.76000023 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979016 12.000000 6.000000
223038.61999512 536567.36000061 13.72999954 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979016 63.000000 6.000000
223038.86000061 536567.16999817 34.43999863 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.979018 593.000000 6.000000
223038.30000305 536567.44000244 23.59000015 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.979021 11.000000 6.000000
223038.22000122 536567.48000336 20.55999947 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.979021 38.000000 6.000000
223038.05000305 536567.58000183 13.77000046 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.979021 69.000000 6.000000
223038.00000000 536567.55999756 23.45000076 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.979023 21.000000 6.000000
223037.77999878 536567.68000031 15.47999954 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.979023 14.000000 6.000000
223037.74000549 536567.70999908 13.77000046 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.979023 94.000000 6.000000
223037.67999268 536567.69000244 23.43000031 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.979026 28.000000 6.000000
223037.46000671 536567.80999756 15.48999977 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.979026 105.000000 6.000000
223037.41999817 536567.83000183 13.78999996 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.979026 74.000000 6.000000
223037.39999390 536567.80000305 23.30999947 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.979029 18.000000 6.000000
223037.17999268 536567.91999817 15.50000000 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.979029 312.000000 6.000000
223037.13999939 536567.94000244 13.80000019 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.979029 58.000000 6.000000
223037.08999634 536567.91999817 23.25000000 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.979031 33.000000 6.000000
223036.80999756 536568.02999878 23.11000061 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.979034 49.000000 6.000000
223036.50999451 536568.15000153 22.96999931 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.979036 79.000000 6.000000
223036.22999573 536568.26000214 22.87000084 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979039 83.000000 6.000000
223036.00999451 536568.37999725 15.52000046 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979039 325.000000 6.000000
223035.91999817 536568.37999725 22.95999908 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.979041 14.000000 6.000000
223035.61000061 536568.50000000 22.64999962 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.979044 46.000000 6.000000
223035.38000488 536568.62999725 15.42000008 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.979044 199.000000 6.000000
223035.33000183 536568.65000153 13.85000038 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.979044 47.000000 6.000000
223035.32000732 536568.62000275 22.79000092 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.979047 64.000000 6.000000
223035.08000183 536568.73999786 15.32999992 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.979047 83.000000 6.000000
223035.02999878 536568.76999664 13.81000042 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.979047 28.000000 6.000000
223035.02000427 536568.73000336 22.94000053 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979049 24.000000 6.000000
223034.72000122 536568.88999939 13.81000042 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979049 85.000000 6.000000
223034.74000549 536568.83999634 22.85000038 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.979052 21.000000 6.000000
223034.69999695 536568.86000061 21.79999924 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.979052 85.000000 6.000000
223034.42999268 536569.01000214 13.81000042 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.979052 32.000000 6.000000
223034.14999390 536569.12000275 13.77000046 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.979054 115.000000 6.000000
223034.16000366 536569.06999969 22.87000084 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979057 17.000000 6.000000
223033.85000610 536569.23999786 13.75000000 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979057 59.000000 6.000000
223033.53999329 536569.36000061 13.72000027 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.979060 110.000000 6.000000
223033.55000305 536569.30999756 22.82999992 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979062 13.000000 6.000000
223033.22000122 536569.48000336 13.72000027 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979062 83.000000 6.000000
223033.27999878 536569.41999817 22.85000038 162.000000 2.000000 -2.000000 3.000000 1.000000 143024621.979065 23.000000 6.000000
223033.19999695 536569.45999908 20.86000061 162.000000 2.000000 -2.000000 3.000000 2.000000 143024621.979065 77.000000 6.000000
223032.94000244 536569.58999634 13.68000031 162.000000 2.000000 -2.000000 3.000000 3.000000 143024621.979065 49.000000 6.000000
223032.96000671 536569.54000092 22.84000015 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979067 37.000000 6.000000
223032.61999512 536569.72000122 13.64999962 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979067 28.000000 6.000000
223032.67999268 536569.65000153 22.79000092 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979070 25.000000 6.000000
223032.33000183 536569.83000183 13.64000034 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979070 37.000000 6.000000
223032.83999634 536569.54000092 34.54999924 162.000000 2.000000 -2.000000 1.000000 1.000000 143024621.979072 549.000000 6.000000
223032.11999512 536569.87000275 22.89999962 162.000000 2.000000 -2.000000 2.000000 1.000000 143024621.979075 13.000000 6.000000
223031.75999451 536570.05999756 13.56000042 162.000000 2.000000 -2.000000 2.000000 2.000000 143024621.979075 72.000000 6.000000
223031.80000305 536570.00000000 22.94000053 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979078 19.000000 6.000000
223031.42999268 536570.19000244 13.50000000 162.000000 2.000000 -3.000000 2.000000 2.000000 143024621.979078 53.000000 6.000000
223031.50000000 536570.11000061 23.01000023 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979080 12.000000 6.000000
223031.11999512 536570.30999756 13.56000042 162.000000 2.000000 -3.000000 2.000000 2.000000 143024621.979080 82.000000 6.000000
223031.33000183 536570.16999817 25.82999992 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979083 218.000000 6.000000
223030.83000183 536570.41999817 13.71000004 162.000000 2.000000 -3.000000 2.000000 2.000000 143024621.979083 10.000000 6.000000
223030.63000488 536570.45999908 23.09000015 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979088 12.000000 6.000000
223030.35000610 536570.56999969 23.14999962 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979091 36.000000 6.000000
223030.05000305 536570.68000031 23.04000092 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979093 42.000000 6.000000
223029.75999451 536570.80000305 23.01000023 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979096 145.000000 6.000000
223029.44999695 536570.91999817 23.29999924 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979098 27.000000 6.000000
223029.17999268 536571.01999664 23.44000053 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979101 40.000000 6.000000
223028.60000610 536571.25000000 23.55999947 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979106 33.000000 6.000000
223028.30999756 536571.36000061 23.63999939 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979109 18.000000 6.000000
223028.03999329 536571.47000122 23.77000046 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979111 21.000000 6.000000
223027.73000336 536571.58999634 23.89999962 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979114 22.000000 6.000000
223027.44000244 536571.69999695 24.02000046 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979117 14.000000 6.000000
223027.15000153 536571.81999969 24.09000015 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979119 28.000000 6.000000
223026.84999847 536571.94000244 24.21999931 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979122 21.000000 6.000000
223026.56999969 536572.05000305 24.32999992 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979124 12.000000 6.000000
223026.01999664 536572.26000214 24.61000061 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979129 33.000000 6.000000
223025.70999908 536572.37999725 24.51000023 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979132 114.000000 6.000000
223025.41000366 536572.50000000 24.77000046 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979135 67.000000 6.000000
223025.15000153 536572.59999847 25.02000046 162.000000 2.000000 -3.000000 2.000000 1.000000 143024621.979137 32.000000 6.000000
223047.52999878 536564.12000275 31.04999924 162.000000 2.000000 -1.000000 3.000000 1.000000 143024621.985077 26.000000 6.000000
223047.52999878 536564.12999725 30.15999985 162.000000 2.000000 -1.000000 3.000000 2.000000 143024621.985077 41.000000 6.000000
223047.25000000 536564.23000336 30.62000084 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985079 22.000000 6.000000
223046.96000671 536564.34999847 30.14999962 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985082 76.000000 6.000000
223046.69000244 536564.45999908 29.87999916 162.000000 2.000000 -1.000000 3.000000 1.000000 143024621.985084 18.000000 6.000000
223046.67999268 536564.45999908 29.03000069 162.000000 2.000000 -1.000000 3.000000 2.000000 143024621.985084 34.000000 6.000000
223046.36999512 536564.58000183 29.00000000 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985087 48.000000 6.000000
223046.07000732 536564.69999695 28.87999916 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985089 37.000000 6.000000
223045.77999878 536564.81999969 28.56999969 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985092 96.000000 6.000000
223045.49000549 536564.94000244 28.35000038 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985095 34.000000 6.000000
223045.19000244 536565.05000305 28.12999916 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985097 25.000000 6.000000
223044.91999817 536565.16000366 27.75000000 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985100 48.000000 6.000000
223044.63000488 536565.27999878 27.69000053 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985102 44.000000 6.000000
223044.33000183 536565.40000153 27.36000061 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985105 44.000000 6.000000
223043.97000122 536565.55000305 24.20999908 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985108 186.000000 6.000000
223043.41999817 536565.76000214 26.64999962 162.000000 2.000000 -1.000000 2.000000 1.000000 143024621.985113 52.000000 6.000000
